 768: (1+2/7*21+17)*32
 769: 1-(2*7-17-21)*32
 770: (1+2*21)*17+7+32
 771: 1*2*(17*21+32)-7
 772: 1+2*(17*21+32)-7
 773: ((1+7)/2+32)*21+17
 774: (1-2+7)*17+21*32
 775: 1+(2/7*17+32)*21
 776: 1*2*(7*(21+32)+17)
 777: 1+2*(7*(21+32)+17)
 778: (1+2*7)*(21+32)-17
 779: (1+7-17-32)*(2-21)
 780: (1-7)*((17-21)*32-2)
 781: 1-2-(7-21-32)*17
 782: ((1-2)*7+21+32)*17
 783: (1+2)*(17-32/7)*21
 784: 1*(2-7+21)*(17+32)
 785: 1+(2-7+21)*(17+32)
 786: (1+2)*(7*32+17+21)
 787: (1+2+17)*32+7*21
 788: 1-2+(7+17)*32+21
 789: 1-(2-17)*(21+32)-7
 790: 1-2+7*17+21*32
 791: 1*2+(7+17)*32+21
 792: 1*2*(7+17*21+32)
 793: 1+2*(7+17*21+32)
 794: 1+2+7*17+21*32
 795: (1+2/7*17+32)*21
 796: 1+(2+32)*(7+17)-21
 797: (1-2+21)*(7+32)+17
 798: (1-2*(17-32)+7)*21
 799: ((1-2/7)*21+32)*17
 800: ((1+2)*7-17+21)*32
 801: (1/2*7+21)*32+17
 802: (1-2)*17+(7+32)*21
 803: 1*(2*7+32)*17+21
 804: 1+(2*7+32)*17+21
 805: (1/2+7+17)*32+21
 806: 1+2*7*32+17*21
 807: 1*(2*21-17)*32+7
 808: 1*2*(17*(32-7)-21)
 809: 1-2*((7-32)*17+21)
 810: (1+2)*(17*(21-7)+32)
 811: 1*(2+7+17)*32-21
 812: 1+(2+7+17)*32-21
 813: ((1+17)*21+32)*2-7
 814: (1-7+17)*(2*21+32)
 815: (1-2+7+32)*21+17
 816: 1/2/7*17*21*32
 817: 1+(2-7+21+32)*17
 818: (1+2*21+7)*17-32
 819: (1+2+32)*(7+17)-21
 820: (1+2*7+32)*17+21
 821: (1+7+32)*21-2-17
 822: (1+21)*17+2*7*32
 823: (1+7+17)*32+2+21
 824: 1-(2-32)*(7+21)-17
 825: 1*(2+7)*17+21*32
 826: 1+(2+7)*17+21*32
 827: (1-7-21)*(2-32)+17
 828: (1-2-17)*(7-21-32)
 829: 1*(2*17+7)*21-32
 830: ((1+2)*7+17)*21+32
 831: (1+2*17+32/7)*21
 832: (1/2-7)*(17-21)*32
 833: 1-(2+7*(17-21))*32
 834: 1+(2*(17+32)+21)*7
 835: 1-2+(7+32)*21+17
 836: (1+(2-32)*7)*(17-21)
 837: (1+2*7)*32+17*21
 838: 1*2*7*21+17*32
 839: 1+2*7*21+17*32
 840: ((1+2)*(7+17)-32)*21
 841: 1-(2+7-17-32)*21
 842: (1+2+7)*17+21*32
 843: (1+2+7+17)*32-21
 844: 1*(2+7+32)*21-17
 845: 1+(2+7+32)*21-17
 846: (1-2*(7-32))*17-21
 847: (1+2/7)*21*32-17
 848: ((1-7+17)/2+21)*32
 849: 1*(7-2+21)*32+17
 850: 1-(2-7-21)*32+17
 851: 1+(2*32+7-21)*17
 852: ((1/7+17)/2+32)*21
 853: 1*(2+7+17)*32+21
 854: 1+(2+7+17)*32+21
 855: (1+2*(7+21))*(32-17)
 856: 1+(2+21)*32+7*17
 857: 1*(7+21)*(32-2)+17
 858: 1-(2-32)*(7+21)+17
 859: (1+2*7)*21+17*32
 860: (1+2*32+21)*(17-7)
 861: (1-2-7+17+32)*21
 862: 1*2*((21-7)*32-17)
 863: 1-2*((7-21)*32+17)
 864: (1-2-7*(17-21))*32
 865: 1+(2*(7+17)-21)*32
 866: 1+(2*21+7)*17+32
 867: (1+2*32+7-21)*17
 868: (1-2*(17-32))*(7+21)
 869: (1+7)*2*32+17*21
 870: (1+2)*17+(7+32)*21
 871: 1*2*17*(32-7)+21
 872: 1-2*(7-32)*17+21
 873: (1/2*21+17)*32-7
 874: 1*(2+17)*(21-7+32)
 875: 1-(2+7-32)*(17+21)
 876: ((1-32)*7-2)*(17-21)
 877: (1-2+21+32)*17-7
 878: 1-2+(7+21)*32-17
 879: 1+(2+7+32)*21+17
 880: 1-2*(7-21)*32-17
 881: 1-2-(7-17-32)*21
 882: ((1-2)*7+17+32)*21
 883: 1-(2+(17-21)*32)*7
 884: 1*2-(7-17-32)*21
 885: (1+2+7+17)*32+21
 886: 1+(2*17-7)*32+21
 887: (1/2*21+17)*32+7
 888: 1-2*7+17*(21+32)
 889: 1+2*((7+21)*17-32)
 890: (1+(7+21)*17-32)*2
 891: (1-2+21+32)*17+7
 892: (1-2+7*32)*(21-17)
 893: 1-2-7+17*(21+32)
 894: (1+2)*(7*(17+21)+32)
 895: 1-2-7*(17-21)*32
 896: (1+2*(7+17)-21)*32
 897: 1+2-7+17*(21+32)
 898: 1*2-7*(17-21)*32
 899: 1+2-7*(17-21)*32
 900: (1-2-7*32)*(17-21)
 901: 1-(2-17)*(7+21+32)
 902: (1-2*21)*(17-7-32)
 903: (1/2+21)*(17-7+32)
 904: 1*(2+7*32)*(21-17)
 905: 1-(2+7*32)*(17-21)
 906: 1*2*(17+32/7)*21
 907: 1-2+7+17*(21+32)
 908: (1+2+7*32)*(21-17)
 909: (1+7+21)*32-2-17
 910: 1*2+7+17*(21+32)
 911: 1+2+7+17*(21+32)
 912: (1/2-7*(17-21))*32
 913: 1*2*(21-7)*32+17
 914: 1-2*(7-21)*32+17
 915: 1*2*7+17*(21+32)
 916: 1+2*7+17*(21+32)
 917: (1+2*17)*7+21*32
 918: (1+2)*(7-21+32)*17
 919: (1+2+21)*(7+32)-17
 920: 1*2*(7+21)*17-32
 921: 1+2*(7+21)*17-32
 922: (1+2)*7+17*(21+32)
 923: (1-17-21)*(7-32)-2
 924: (1+(2-7)*17)*(21-32)
 925: 1+(2-7+17+32)*21
 926: (1-7*(17-21))*32-2
 927: (1+2*7)*17+21*32
 928: (1+2*(17-21/7))*32
 929: 1-(2+7-17-21)*32
 930: 1*2*17+(7+21)*32
 931: 1-2*((7-21)*32-17)
 932: (1-(7-21)*32+17)*2
 933: (1-17)*(7-2*32)+21
 934: (1+21)*(2*17+7)+32
 935: 1*(2-7)*17*(21-32)
 936: 1+(2-7)*17*(21-32)
 937: (1+2*(7+21))*17-32
 938: 1*2*17*21+7*32
 939: (1+2)*(17-7)*32-21
 940: (1+17*21)*2+7*32
 941: 1*2*17*32-7*21
 942: 1+2*17*32-7*21
 943: 1*(2+7+21)*32-17
 944: 1*2*((7+17)*21-32)
 945: 1+2*((7+17)*21-32)
 946: (1-(2-7)*17)*(32-21)
 947: (1+2)*17+(7+21)*32
 948: (1+2*17)*(7+21)-32
 949: 1-2-(7-32)*(17+21)
 950: ((1-2)*7+32)*(17+21)
 951: (1/2*17+21)*32+7
 952: (1+(2-7)*(21-32))*17
 953: 1+2-(7-32)*(17+21)
 954: (1+2)*(17*21-7-32)
 955: (1+2*21)*17+7*32
 956: ((1+2)*17-7)*21+32
 957: (1-2*17)*(21/7-32)
 958: (1+2*32)*17-7*21
 959: (1+2*17)*21+7*32
 960: (1-2-7+17+21)*32
 961: 1+(2-7*(17-21))*32
 962: (1-7)*21+2*17*32
 963: (1+2+32)*(7+21)-17
 964: 残念ながらあなたの会員番号を与えるめぐ式は見つかりませんでした……
 965: (1+2*32-7)*17-21
 966: (1+2)*(7-(17-32)*21)
 967: ((1+2)*17-21)*32+7
 968: (1+2)*(17*21-32)-7
 969: (1/2-7+32)*(17+21)
 970: 1+(2*(7+32)-21)*17
 971: 1*(2*7+17)*32-21
 972: 1+(2*7+17)*32-21
 973: (1+2*17)*32-7*21
 974: 2*((7+17)*21-1)-32
 975: (1+2+7+21)*32-17
 976: 1*2*(7+17)*21-32
 977: 1+2*(7+17)*21-32
 978: 1+(2+7+21)*32+17
 979: 2*7*(17+21+32)-1
 980: 1*2*7*(17+21+32)
 981: 1+2*7*(17+21+32)
 982: (1+2)*(17*21-32)+7
 983: 1*(2*7+32)*21+17
 984: 1*2*(7+21)*17+32
 985: 1+2*(7+21)*17+32
 986: (1+2*(7+32)-21)*17
 987: 1-(2-7-21-32)*17
 988: (1-17*(21/7-32))*2
 989: (1-7-17)*(21-2*32)
 990: 1*(2*32-7)*17+21
 991: 1-2-(7-17-21)*32
 992: (1+2-7*(17-21))*32
 993: 1+(2*17-21/7)*32
 994: 1*2-(7-17-21)*32
 995: 1+2-(7-17-21)*32
 996: (1+2)*(7+17*21-32)
 997: (1+2*(7+17))*21-32
 998: 2*(7-1+17)*21+32
 999: (1-17-21)*(7-2-32)
1000: 1*(2+17+21)*(32-7)
